Application/Permit Number,Category,Permit Type,Action Type
6378335,COMMERCIAL,Construction,NEW
6390032,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6390015,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6390013,MULTIFAMILY,Construction,ADD/ALT
6386978,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6389691,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6386604,COMMERCIAL,Construction,ADD/ALT
6380673,SINGLE FAMILY / DUPLEX,Construction,NEW
6381782,INSTITUTIONAL,Construction,ADD/ALT
6386358,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6390004,COMMERCIAL,Construction,ADD/ALT
6389999,COMMERCIAL,Construction,ADD/ALT
6373556,INSTITUTIONAL,Construction,ADD/ALT
6321200,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6379361,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389955,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385561,COMMERCIAL,Construction,ADD/ALT
6389954,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6232382,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6389902,MULTIFAMILY,Construction,ADD/ALT
6389897,MULTIFAMILY,Construction,ADD/ALT
6389904,COMMERCIAL,Construction,ADD/ALT
6389891,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385742,COMMERCIAL,Construction,ADD/ALT
6383237,COMMERCIAL,Construction,ADD/ALT
6379404,SINGLE FAMILY / DUPLEX,Construction,NEW
6383364,MULTIFAMILY,Demolition,DEMOLITION
6389851,MULTIFAMILY,Demolition,DEMOLITION
6387880,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6383000,SINGLE FAMILY / DUPLEX,Construction,NEW
6389039,SINGLE FAMILY / DUPLEX,Construction,NEW
6389041,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6384025,SINGLE FAMILY / DUPLEX,Construction,NEW
6369066,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385793,COMMERCIAL,Construction,ADD/ALT
6385034,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389814,COMMERCIAL,Construction,ALTER
6389810,COMMERCIAL,Construction,ADD/ALT
6385447,COMMERCIAL,Construction,ADD/ALT
6380427,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386307,INSTITUTIONAL,Construction,ADD/ALT
6389780,COMMERCIAL,Construction,ALTER
6385196,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389731,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6357401,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389540,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389727,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389725,MULTIFAMILY,Construction,ADD/ALT
6389716,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6375271,MULTIFAMILY,Construction,NEW
6389709,COMMERCIAL,Construction,ALTER
6384010,MULTIFAMILY,Construction,NEW
6379738,SINGLE FAMILY / DUPLEX,Construction,NEW
6380455,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388008,MULTIFAMILY,Construction,ADD/ALT
6580560,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384026,SINGLE FAMILY / DUPLEX,Construction,NEW
6389466,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6367278,SINGLE FAMILY / DUPLEX,Construction,NEW
6378784,SINGLE FAMILY / DUPLEX,Construction,NEW
6385530,COMMERCIAL,Construction,ADD/ALT
6380281,COMMERCIAL,Construction,ADD/ALT
6388758,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6389620,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389615,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389370,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387588,COMMERCIAL,Construction,ADD/ALT
6389470,SINGLE FAMILY / DUPLEX,Construction,NEW
6389469,SINGLE FAMILY / DUPLEX,Construction,NEW
6388270,SINGLE FAMILY / DUPLEX,Construction,NEW
6388271,SINGLE FAMILY / DUPLEX,Construction,NEW
6389529,COMMERCIAL,Construction,ALTER
6389524,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388077,INDUSTRIAL,Construction,NEW
6388092,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389478,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389464,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6381421,COMMERCIAL,Construction,ADD/ALT
6388610,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389448,COMMERCIAL,Construction,ALTER
6369593,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6373437,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6347008,SINGLE FAMILY / DUPLEX,Construction,NEW
6384455,SINGLE FAMILY / DUPLEX,Construction,NEW
6389351,COMMERCIAL,Construction,ADD/ALT
6378851,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380207,COMMERCIAL,Construction,ADD/ALT
6387632,COMMERCIAL,Construction,ADD/ALT
6373109,SINGLE FAMILY / DUPLEX,Construction,NEW
6383700,COMMERCIAL,Construction,ADD/ALT
6389304,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6389313,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386639,COMMERCIAL,Construction,ADD/ALT
6387949,COMMERCIAL,Construction,ADD/ALT
6389294,COMMERCIAL,Construction,ADD/ALT
6389292,COMMERCIAL,Construction,ADD/ALT
6388990,COMMERCIAL,Construction,ADD/ALT
6388633,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387234,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388586,MULTIFAMILY,Demolition,DEMOLITION
6563058,SINGLE FAMILY / DUPLEX,Construction,NEW
6378584,COMMERCIAL,Construction,NEW
6386468,COMMERCIAL,Construction,ADD/ALT
6389220,COMMERCIAL,Construction,ADD/ALT
6384461,COMMERCIAL,Construction,ADD/ALT
6383054,COMMERCIAL,Construction,ADD/ALT
6388367,COMMERCIAL,Construction,ADD/ALT
6095660,SINGLE FAMILY / DUPLEX,Construction,
6384515,COMMERCIAL,Construction,ADD/ALT
6377974,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6378408,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380493,COMMERCIAL,Construction,ADD/ALT
6368737,COMMERCIAL,Construction,ADD/ALT
6384298,SINGLE FAMILY / DUPLEX,Construction,NEW
6385441,COMMERCIAL,Construction,ADD/ALT
6386650,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6389078,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386630,COMMERCIAL,Construction,ADD/ALT
6389052,COMMERCIAL,Construction,ADD/ALT
6388895,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386449,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6386448,SINGLE FAMILY / DUPLEX,Construction,NEW
6371102,SINGLE FAMILY / DUPLEX,Construction,NEW
6579106,COMMERCIAL,Construction,ALTER
6388629,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6388039,COMMERCIAL,Construction,ADD/ALT
6384219,SINGLE FAMILY / DUPLEX,Construction,NEW
6385806,COMMERCIAL,Construction,NO CONSTRUCTION
6388861,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6376973,SINGLE FAMILY / DUPLEX,Construction,NEW
6384456,SINGLE FAMILY / DUPLEX,Construction,NEW
6388152,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6377209,SINGLE FAMILY / DUPLEX,Construction,NEW
6164702,COMMERCIAL,Demolition,DEMOLITION
6384633,COMMERCIAL,Construction,ADD/ALT
6384628,COMMERCIAL,Construction,ADD/ALT
6384560,COMMERCIAL,Construction,ADD/ALT
6375789,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6503415,MULTIFAMILY,Construction,ADD/ALT
6388671,COMMERCIAL,Construction,NEW
6362159,MULTIFAMILY,Construction,ADD/ALT
6378068,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6402950,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6376590,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386737,SINGLE FAMILY / DUPLEX,Construction,NEW
6337299,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6367251,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6063936,MULTIFAMILY,Construction,NEW
6386520,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388761,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6388216,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388176,MULTIFAMILY,Construction,ADD/ALT
6388767,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6388852,COMMERCIAL,Construction,ADD/ALT
6388046,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6372187,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388797,MULTIFAMILY,Construction,ADD/ALT
6388806,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6322150,COMMERCIAL,Construction,ADD/ALT
6381717,COMMERCIAL,Construction,ADD/ALT
6388736,COMMERCIAL,Construction,ADD/ALT
6164690,SINGLE FAMILY / DUPLEX,Demolition,
6381040,INDUSTRIAL,Construction,ADD/ALT
6610745,COMMERCIAL,Construction,ALTER
6384163,COMMERCIAL,Construction,ADD/ALT
6383955,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388698,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388703,COMMERCIAL,Construction,ADD/ALT
6377512,INSTITUTIONAL,Construction,ADD/ALT
6361646,COMMERCIAL,Construction,ADD/ALT
6314548,COMMERCIAL,Construction,NEW
6388666,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388668,COMMERCIAL,Construction,ALTER
6388660,COMMERCIAL,Construction,ADD/ALT
6388648,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6379961,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6614699,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388421,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388603,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6379399,SINGLE FAMILY / DUPLEX,Construction,NEW
6383249,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6383225,COMMERCIAL,Construction,ADD/ALT
6331643,SINGLE FAMILY / DUPLEX,Construction,NEW
6386133,COMMERCIAL,Construction,ADD/ALT
6381139,SINGLE FAMILY / DUPLEX,Construction,NEW
6366986,SINGLE FAMILY / DUPLEX,Construction,NEW
6387697,MULTIFAMILY,Demolition,DEMOLITION
6585425,SINGLE FAMILY / DUPLEX,Construction,NEW
6371873,MULTIFAMILY,Construction,NEW
6387695,MULTIFAMILY,Construction,NEW
6383967,COMMERCIAL,Construction,ADD/ALT
6378658,SINGLE FAMILY / DUPLEX,Construction,NEW
6382308,SINGLE FAMILY / DUPLEX,Construction,NEW
6383001,SINGLE FAMILY / DUPLEX,Construction,NEW
6622284,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388524,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388526,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386561,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6388517,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388499,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388471,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388441,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388465,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6388435,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388445,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387133,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388450,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6388440,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388389,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6382205,COMMERCIAL,Construction,ADD/ALT
6388392,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6381286,COMMERCIAL,Construction,ADD/ALT
6388336,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6376967,SINGLE FAMILY / DUPLEX,Construction,NEW
6387439,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6378276,COMMERCIAL,Construction,ADD/ALT
6384627,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384943,MULTIFAMILY,Construction,ADD/ALT
6388319,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388316,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595364,SINGLE FAMILY / DUPLEX,Construction,NEW
6388237,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6377907,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388273,COMMERCIAL,Construction,ADD/ALT
6388244,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570230,MULTIFAMILY,Demolition,DEMOLITION
6387152,COMMERCIAL,Construction,TEMP
6387526,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384102,COMMERCIAL,Construction,ADD/ALT
6382003,COMMERCIAL,Construction,ADD/ALT
6382750,COMMERCIAL,Demolition,DEMOLITION
6381874,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388090,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6381849,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388151,COMMERCIAL,Construction,ALTER
6375930,SINGLE FAMILY / DUPLEX,Construction,NEW
6368842,MULTIFAMILY,Construction,ADD/ALT
6387504,MULTIFAMILY,Demolition,DEMOLITION
6386458,MULTIFAMILY,Demolition,DEMOLITION
6386457,MULTIFAMILY,Demolition,DEMOLITION
6371613,COMMERCIAL,Construction,ADD/ALT
6370862,SINGLE FAMILY / DUPLEX,Construction,NEW
6382767,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6375697,INDUSTRIAL,Construction,ADD/ALT
6383227,MULTIFAMILY,Construction,ADD/ALT
6370372,COMMERCIAL,Construction,ADD/ALT
6381748,COMMERCIAL,Construction,ADD/ALT
6382006,COMMERCIAL,Construction,ADD/ALT
6380187,SINGLE FAMILY / DUPLEX,Construction,NEW
6383088,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6332998,INDUSTRIAL,Construction,NEW
6381134,SINGLE FAMILY / DUPLEX,Construction,NEW
6310003,,Construction,
6381744,SINGLE FAMILY / DUPLEX,Construction,NEW
6387664,SINGLE FAMILY / DUPLEX,Construction,NEW
6387667,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6387665,SINGLE FAMILY / DUPLEX,Construction,NEW
6384249,SINGLE FAMILY / DUPLEX,Construction,NEW
6381399,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6278794,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6378505,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6388042,COMMERCIAL,Construction,ADD/ALT
6386145,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6249257,MULTIFAMILY,Construction,ADD/ALT
6381423,SINGLE FAMILY / DUPLEX,Construction,NEW
6386606,COMMERCIAL,Construction,ADD/ALT
6387818,MULTIFAMILY,Construction,ADD/ALT
6387501,COMMERCIAL,Construction,TEMP
6387984,COMMERCIAL,Construction,ADD/ALT
6387989,MULTIFAMILY,Construction,ADD/ALT
6378144,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384432,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6387630,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6374866,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387983,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6387960,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387980,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387977,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6387968,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387959,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387942,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380508,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387902,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386149,COMMERCIAL,Construction,ADD/ALT
6387860,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384743,COMMERCIAL,Construction,ADD/ALT
6377692,COMMERCIAL,Construction,ADD/ALT
6367525,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6622144,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6382430,COMMERCIAL,Construction,ADD/ALT
6387207,COMMERCIAL,Construction,ADD/ALT
6383726,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380972,MULTIFAMILY,Construction,ADD/ALT
6387773,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387799,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387787,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6387007,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387771,COMMERCIAL,Construction,ALTER
6387759,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387755,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387739,SINGLE FAMILY / DUPLEX,Construction,NEW
6387730,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387710,COMMERCIAL,Construction,ADD/ALT
6387699,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384846,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387395,MULTIFAMILY,Construction,NEW
6370330,MULTIFAMILY,Construction,NEW
6380270,MULTIFAMILY,Construction,NEW
6387393,MULTIFAMILY,Construction,NEW
6387394,MULTIFAMILY,Construction,NEW
6366941,MULTIFAMILY,Construction,NEW
6385684,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385685,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385639,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385667,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385608,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385609,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385603,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385598,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387633,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6387648,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380316,MULTIFAMILY,Construction,NEW
6387276,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6387625,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614120,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387598,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387604,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380905,COMMERCIAL,Construction,ADD/ALT
6387592,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387562,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387550,INSTITUTIONAL,Construction,ADD/ALT
6377920,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6387535,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387538,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385112,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387524,COMMERCIAL,Construction,ADD/ALT
6385968,COMMERCIAL,Construction,ADD/ALT
6368799,MULTIFAMILY,Construction,NEW
6381962,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6361967,SINGLE FAMILY / DUPLEX,Construction,NEW
6382830,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6511172,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6363707,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6384403,COMMERCIAL,Construction,TEMP
6381693,COMMERCIAL,Construction,ADD/ALT
6367744,SINGLE FAMILY / DUPLEX,Construction,NEW
6380192,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6381839,COMMERCIAL,Construction,ADD/ALT
6386156,COMMERCIAL,Construction,ADD/ALT
6387370,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380149,COMMERCIAL,Construction,ADD/ALT
6387378,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387361,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6301638,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387338,MULTIFAMILY,Construction,ADD/ALT
6385640,COMMERCIAL,Construction,ADD/ALT
6387237,SINGLE FAMILY / DUPLEX,Construction,TEMP
6387323,COMMERCIAL,Construction,ADD/ALT
6378034,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6387292,COMMERCIAL,Construction,ADD/ALT
6387280,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384711,COMMERCIAL,Construction,ADD/ALT
6387258,COMMERCIAL,Construction,ADD/ALT
6326277,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386401,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6318854,MULTIFAMILY,Construction,NEW
6386723,MULTIFAMILY,Demolition,DEMOLITION
6386722,MULTIFAMILY,Construction,NEW
6374470,SINGLE FAMILY / DUPLEX,Construction,NEW
6386179,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6376461,SINGLE FAMILY / DUPLEX,Construction,NEW
6367392,MULTIFAMILY,Construction,NEW
6386230,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6370656,SINGLE FAMILY / DUPLEX,Construction,NEW
6387087,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6381494,SINGLE FAMILY / DUPLEX,Construction,NEW
6387073,SINGLE FAMILY / DUPLEX,Construction,NEW
6384241,COMMERCIAL,Construction,ADD/ALT
6509327,COMMERCIAL,Construction,NEW
6380315,SINGLE FAMILY / DUPLEX,Construction,NEW
6519686,INSTITUTIONAL,Construction,ADD/ALT
6387066,SINGLE FAMILY / DUPLEX,Construction,NEW
6345875,COMMERCIAL,Construction,ADD/ALT
6374209,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6380179,SINGLE FAMILY / DUPLEX,Construction,NEW
6369204,SINGLE FAMILY / DUPLEX,Construction,NEW
6387014,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6387011,SINGLE FAMILY / DUPLEX,Construction,NEW
6387012,SINGLE FAMILY / DUPLEX,Construction,NEW
6387013,SINGLE FAMILY / DUPLEX,Construction,NEW
6381151,COMMERCIAL,Construction,ADD/ALT
6379022,INSTITUTIONAL,Construction,ADD/ALT
6378130,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6370962,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6368441,MULTIFAMILY,Construction,NEW
6378473,COMMERCIAL,Construction,ADD/ALT
6501733,COMMERCIAL,Construction,NEW
6358860,SINGLE FAMILY / DUPLEX,Construction,NEW
6385733,COMMERCIAL,Construction,ALTER
6383282,COMMERCIAL,Construction,ADD/ALT
6386171,COMMERCIAL,Construction,ADD/ALT
6387178,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6385658,COMMERCIAL,Construction,ADD/ALT
6382653,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387154,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387143,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387150,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387122,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6383261,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6384210,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386337,INSTITUTIONAL,Construction,ADD/ALT
6379585,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387027,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6361749,INSTITUTIONAL,Construction,ADD/ALT
6387003,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387081,COMMERCIAL,Construction,ALTER
6387058,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387053,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6372571,INSTITUTIONAL,Construction,ADD/ALT
6387026,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6387019,COMMERCIAL,Construction,ADD/ALT
6385725,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386565,MULTIFAMILY,Site Development,TREE/VEGETATION MAINT/RESTORE
6386999,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6386946,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6377549,SINGLE FAMILY / DUPLEX,Construction,NEW
6383480,MULTIFAMILY,Construction,ADD/ALT
6386983,MULTIFAMILY,Construction,ADD/ALT
6386554,SINGLE FAMILY / DUPLEX,Site Development,TREE/VEGETATION MAINT/RESTORE
6383223,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6381354,COMMERCIAL,Construction,ADD/ALT
6384679,COMMERCIAL,Construction,ADD/ALT
6386937,COMMERCIAL,Construction,ADD/ALT
6376399,COMMERCIAL,Construction,ADD/ALT
6386913,COMMERCIAL,Construction,ADD/ALT
6386900,MULTIFAMILY,Construction,ADD/ALT
6386151,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386866,COMMERCIAL,Construction,ADD/ALT
6360950,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6362802,SINGLE FAMILY / DUPLEX,Construction,NEW
6164673,SINGLE FAMILY / DUPLEX,Demolition,
6622162,MULTIFAMILY,Construction,NEW
6369329,COMMERCIAL,Demolition,DEMOLITION
6369328,COMMERCIAL,Demolition,DEMOLITION
6369327,COMMERCIAL,Demolition,DEMOLITION
6369326,COMMERCIAL,Demolition,DEMOLITION
6382768,MULTIFAMILY,Demolition,DEMOLITION
6386143,SINGLE FAMILY / DUPLEX,Site Development,CURB CUT
6382892,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386745,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6381788,COMMERCIAL,Construction,ADD/ALT
6386731,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386727,COMMERCIAL,Construction,ADD/ALT
6156327,,Site Development,TREE/VEGETATION MAINT/RESTORE
6382660,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6386181,MULTIFAMILY,Demolition,DEMOLITION
6331518,MULTIFAMILY,Construction,NEW
6386616,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6379941,INSTITUTIONAL,Construction,ADD/ALT
6349526,COMMERCIAL,Construction,NEW
6386535,COMMERCIAL,Construction,ADD/ALT
6371382,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6378499,SINGLE FAMILY / DUPLEX,Construction,NEW
6378521,SINGLE FAMILY / DUPLEX,Construction,NEW
6378166,SINGLE FAMILY / DUPLEX,Construction,NEW
